"site","wavs","preds","Anthropophony_mean","Anthropophony_var","Biophony_mean","Biophony_var","Geophony_mean","Geophony_var","Quiet_mean","Quiet_var","Interference_mean","Interference_var","Unidentified_mean","Unidentified_var","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam027_200630",422,12660,0.0107424960505529,0.0106279343184394,0.107030015797788,0.0955821414482974,0.0455766192733017,0.0435028272912003,0.495418641390205,0.249998758290594,0.176461295418641,0.145334186431373,0.193996840442338,0.156374418190506,136,1355,577,6272,2234,2456
"s2lam027_210430",426,12780,0.022848200312989,0.0223279071530329,0.155242566510172,0.131152574383271,0.132159624413146,0.114702433239393,0.217683881064163,0.170310935353275,0.0566510172143975,0.0534458614552607,0.425117370892019,0.244411716405326,292,1984,1689,2782,724,5433
"s2lam027_210511",70,2100,0.0166666666666667,0.016396696839765,0.441428571428571,0.246686857687334,0.00380952380952381,0.00379681934708138,0,0,0.561904761904762,0.246285079062592,0.0366666666666667,0.0353390503414324,35,927,8,0,1180,77
"s2lam027_210607",429,12870,0.0131313131313131,0.0129598887311219,0.483527583527584,0.24974806493961,0.0481740481740482,0.0458568723391165,0.0751359751359751,0.06949596021785,0.2,0.160012432978475,0.21981351981352,0.171508862572659,169,6223,620,967,2574,2829
"s2lam027_210616",575,17250,0.00434782608695652,0.0043291734618516,0.558608695652174,0.246579315247009,0.0128695652173913,0.0127046760114638,0.159884057971014,0.134328933162267,0.110492753623188,0.0982898029795468,0.178086956521739,0.14638047826339,75,9636,222,2758,1906,3072
"s2lam028_190405",568,17040,0.125821596244131,0.109996977384388,0.323767605633803,0.218954992647357,0.0296948356807512,0.0288147434207136,0.0842136150234742,0.0771262082540827,0.0360328638497653,0.0347365351016048,0.409976525821596,0.241909970691374,2144,5517,506,1435,614,6986
"s2lam028_190412",581,17430,0.316637980493402,0.216390784649545,0.196156052782559,0.15768790266432,0.0311531841652324,0.030184395031171,0.0303499713138267,0.0294305390541618,0.0619621342512909,0.0581261630046822,0.384165232358003,0.236595880666178,5519,3419,543,529,1080,6696
"s2lam028_190421",733,21990,0.0866757617098681,0.0791666741634904,0.308412914961346,0.213304088895909,0.00763983628922237,0.00758181397532451,0.245384265575261,0.185179248849693,0.0284674852205548,0.0276583452749981,0.331332423829013,0.221561324297686,1906,6782,168,5396,626,7286
"s2lam028_190602",575,17250,0.00336231884057971,0.00335120792551721,0.532057971014493,0.248986720507217,0.0868985507246377,0.0793517927105205,0.10063768115942,0.0905149855358134,0.0169855072463768,0.0166979677880927,0.270376811594203,0.197284628136393,58,9178,1499,1736,293,4664
"s2lam028_190610",426,12780,0.0383411580594679,0.0368739989475593,0.25641627543036,0.19068188946042,0.0126760563380282,0.0125163533041114,0.262676056338028,0.193692501672528,0.0676056338028169,0.0630400447917964,0.373004694835681,0.233890493756813,490,3277,162,3357,864,4767
"s2lam028_190623",419,12570,0.0732696897374702,0.0679066445820503,0.301591089896579,0.210650662598621,0.102147971360382,0.0917210601299443,0.015035799522673,0.0148109025292557,0.0251392203659507,0.0245091897815546,0.492680986475736,0.249966317985183,921,3791,1284,189,316,6193
"s2lam029_190506",457,13710,0.0113785557986871,0.0112499048286093,0.539533187454413,0.248455249281473,0.0897155361050328,0.081672615842936,0.0767323121808899,0.0708496321821944,0.0631655725747629,0.0591799995732917,0.246462436177972,0.185732250941326,156,7397,1230,1052,866,3379
"s2lam029_190520",421,12630,0.0371338083927158,0.0357577198403529,0.134362628661916,0.116318522381877,0.0670625494853523,0.0625701180288152,0.0702296120348377,0.0653025840624831,0.363974663499604,0.231515438426821,0.359540775930325,0.230289439900261,469,1697,847,887,4597,4541
"s2lam029_190529",559,16770,0.0553965414430531,0.0523308851451729,0.151818723911747,0.128777478020197,0.0368515205724508,0.0354956026171045,0.341621943947525,0.224929803990973,0.173464519976148,0.143383130263545,0.267143709004174,0.195789622736078,929,2546,618,5729,2909,4480
"s2lam029_190604",425,12750,0.0765490196078431,0.0706948118960503,0.504078431372549,0.250002974473969,0.0229019607843137,0.0223792162091913,0.0566274509803922,0.0534249729698139,0.0624313725490196,0.0585382875089011,0.292549019607843,0.206980324485273,976,6427,292,722,796,3730
"s2lam029_190612",441,13230,0.174981103552532,0.144373629546896,0.184353741496599,0.150378805993635,0.0146636432350718,0.0144497129951165,0.257898715041572,0.191401435050129,0.0597883597883598,0.0562179611011722,0.32108843537415,0.21800713028427,2315,2439,194,3412,791,4248
"s2lam029_200701",566,16980,0.0240871613663133,0.0235083544968006,0.424499411071849,0.244314049413635,0.0223792697290931,0.0218797265741766,0.0391637220259128,0.0376321411657205,0.364134275618375,0.23155414181351,0.188457008244994,0.152949971942754,409,7208,380,665,6183,3200
"s2lam029_210501",823,24690,0.0237343053867963,0.0231719266492502,0.16881328473066,0.140321042943927,0.0419603078169299,0.040201268625771,0.000810044552450385,0.000809421163633642,0.761765897124342,0.181485965688581,0.0727825030376671,0.0674879437012966,586,4168,1036,20,18808,1797
"s2lam030_190421",1299,38970,0.127149089042853,0.11098504615958,0.198896587118296,0.159340823558369,0.0388760585065435,0.0373656694131896,0.191377983063895,0.154756421830416,0.0138054914036438,0.0136152491884534,0.43451372850911,0.245717853554242,4955,7751,1515,7458,538,16933
"s2lam030_190527",584,17520,0.152283105022831,0.129100329687715,0.275285388127854,0.199514731038265,0.0742009132420091,0.0686990588952217,0.0788812785388128,0.072663169876098,0.0207191780821918,0.0202910519068534,0.407762557077626,0.241506038714393,2668,4823,1300,1382,363,7144
"s2lam030_210425",143,4290,0.00792540792540793,0.00786442903486503,0.034965034965035,0.0337503485090335,0.0221445221445221,0.0216591910459945,0.216317016317016,0.169563490057778,0.637296037296037,0.231203691777252,0.1002331002331,0.0902074532291366,34,150,95,928,2734,430
"s2lam030_210507",427,12810,0.0942232630757221,0.0853519026830825,0.420374707259953,0.243678835303705,0.0297423887587822,0.0288600319996022,0.0327868852459016,0.0317143811536202,0.280171740827479,0.201691281299881,0.186416861826698,0.151677456004204,1207,5385,381,420,3589,2388
"s2lam030_210517",428,12840,0.0121495327102804,0.0120028563671,0.23785046728972,0.181291741794314,0.0722741433021807,0.0670558139275315,0.057398753894081,0.0541083509915151,0.480218068535826,0.249628116629652,0.202492211838006,0.161501693996509,156,3054,928,737,6166,2600
"s2lam030_210614",703,21090,0.0266951161688004,0.0259837189813156,0.137790422000948,0.118809855074458,0.038311996206733,0.036845934234196,0.11289710763395,0.100156099707125,0.553390232337601,0.247161202446198,0.175580844001897,0.144759075094171,563,2906,808,2381,11671,3703
"s2lam031_190411",566,16980,0.166548881036514,0.13881852667582,0.333745583038869,0.222372564987262,0.0088339222614841,0.00875639976799443,0.082037691401649,0.0753119439235233,0.00600706713780919,0.00597133395087717,0.407714958775029,0.241497693645119,2828,5667,150,1393,102,6923
"s2lam031_190506",460,13800,0.00927536231884058,0.00918999591442774,0.213985507246377,0.16820789891307,0.0246376811594203,0.0240324073052973,0.143550724637681,0.122952823718585,0.509492753623188,0.249927998353168,0.139420289855072,0.119990967629454,128,2953,340,1981,7031,1924
"s2lam031_190520",426,12780,0.02660406885759,0.0258983188503341,0.0697183098591549,0.0648627424614988,0.126838810641628,0.110759393375845,0.0521909233176839,0.049470901803514,0.590219092331768,0.241879441782727,0.202425665101721,0.161462149180832,340,891,1621,667,7543,2587
"s2lam031_190603",547,16410,0.207251675807435,0.164308431383931,0.131687995124924,0.114353235574078,0.0295551492992078,0.0286833903705213,0.154478976234004,0.130623182110232,0.0209628275441804,0.0205246381452131,0.46563071297989,0.248833915663396,3401,2161,485,2535,344,7641
"s2lam031_190619",418,12540,0.0282296650717703,0.0274349388758747,0.239792663476874,0.182306680032302,0.036762360446571,0.035413713361044,0.177352472089314,0.145910208315924,0.0207336523125997,0.0203053872237598,0.504385964912281,0.250000699571722,354,3007,461,2224,260,6325
"s2lam032_190406",570,17100,0.0393567251461988,0.0378099844421667,0.036140350877193,0.0348362631240362,0.0653216374269006,0.0610582917711066,5.84795321637427e-05,5.84795321637427e-05,0.160584795321637,0.134805202178302,0.70906432748538,0.206304171544521,673,618,1117,1,2746,12125
"s2lam032_190412",428,12840,0.0622274143302181,0.0583597083846215,0.103971962616822,0.0931690497629521,0.0509345794392523,0.0483440131666585,0.267056074766355,0.195752373208674,0.230218068535826,0.17723151253276,0.328426791277259,0.220579813161757,799,1335,654,3429,2956,4217
"s2lam032_190422",457,13710,0.0149525893508388,0.0147300838269077,0.275200583515682,0.199479772295232,0.0827133479212254,0.0758773844523547,0.134062727935813,0.116098381067472,0.239679066374909,0.182246304463641,0.289132020423049,0.205549687872422,205,3773,1134,1838,3286,3964
"s2lam032_190505",871,26130,0.0452353616532721,0.0431907766284907,0.148526597780329,0.126471287612023,0.016035208572522,0.0157786845117729,0.446498277841561,0.247147024089039,0.0903941829314964,0.0822262214365573,0.265403750478377,0.194972061327737,1182,3881,419,11667,2362,6935
"s2lam032_190531",416,12480,0.0447916666666667,0.042788801853781,0.220753205128205,0.172035012410593,0.0436698717948718,0.0417661607397864,0.334054487179487,0.222479913690898,0.138221153846154,0.11912561179705,0.242467948717949,0.183691961469628,559,2755,545,4169,1725,3026
"s2lam032_190620",5192,155760,0.123394966615306,0.108169343290942,0.47731124807396,0.249486822274754,0.00674114021571649,0.00669574023185497,0.0720788392398562,0.0668839095773222,0.00879558294812532,0.00871827664122824,0.320717770929635,0.217859281025238,19220,74346,1050,11227,1370,49955
"s2lam033_190406",572,17160,0.0589160839160839,0.0554482102197587,0.0276806526806527,0.0269160026794504,0.266724941724942,0.195594145446992,0.00244755244755245,0.00244170422502493,0.113927738927739,0.100954092336166,0.548251748251748,0.247686202718547,1011,475,4577,42,1955,9408
"s2lam033_190418",295,8850,0.100790960451977,0.0906423848205262,0.168361581920904,0.140031782454272,0.234576271186441,0.179570534638597,0,0,0.0522033898305085,0.0494837873091089,0.455819209039548,0.248076088906595,892,1490,2076,0,462,4034
"s2lam033_190511",570,17100,0.0477777777777778,0.0454977224139163,0.348654970760234,0.227107963291858,0.206842105263158,0.164068043375882,0,0,0.0106432748538012,0.0105306113794145,0.392690058479532,0.238498523732963,817,5962,3537,0,182,6715
"s2lam033_190522",430,12900,0.0498449612403101,0.0473641127159067,0.394341085271318,0.238854709607319,0.122713178294574,0.107663000136421,0,0,0.0258914728682171,0.0252230597768831,0.415116279069767,0.242813576678921,643,5087,1583,0,334,5355
"s2lam033_190603",552,16560,0.116787439613527,0.103154362690225,0.294082125603865,0.207610365862019,0.0739734299516908,0.0685054984183332,0.0615942028985507,0.0578038476383525,0.0663647342995169,0.061964198140276,0.406219806763285,0.24121984177205,1934,4870,1225,1020,1099,6727
"s2lam033_190617",434,13020,0.00230414746543779,0.00229901494554396,0.0951612903225806,0.0861122329895017,0.0268049155145929,0.0260884157374151,0.612826420890937,0.237288423666273,0.0740399385560676,0.0685632920525348,0.202688172043011,0.161618090020623,30,1239,349,7979,964,2639
"s2lam033_190627",422,12660,0.0203001579778831,0.0198896326249849,0.092654028436019,0.0840759005169879,0.190363349131122,0.154137319582431,0,0,0.00868878357030016,0.00861396901866395,0.690126382306477,0.213868852025303,257,1173,2410,0,110,8737
"s2lam034_190329",539,16170,0.067965367965368,0.0633499944712759,0.0654916512059369,0.0612062800032725,0.0565244279529994,0.053332715248374,0.340012368583797,0.224417836447912,0.13469387755102,0.116558645228145,0.362461348175634,0.231097410992802,1099,1059,914,5498,2178,5861
"s2lam034_190405",613,18390,0.159434475258293,0.134022411144852,0.121968461120174,0.107097979319563,0.087710712343665,0.0800218946647272,0.0056552474170745,0.00562357138879897,0.283904295812942,0.203313702298147,0.389178901576944,0.237731611366241,2932,2243,1613,104,5221,7157
"s2lam034_190413",753,22590,0.0835325365205843,0.0765582408953764,0.218902169101372,0.170991578812418,0.0202301903497123,0.0198218072074984,0.308410801239486,0.213303021283124,0.0306772908366534,0.029737511065129,0.348738379814077,0.22712997670657,1887,4945,457,6967,693,7878
"s2lam034_190510",575,17250,0.0207536231884058,0.0203240885209897,0.342608695652174,0.225241034766981,0.0292173913043478,0.0283653797195553,0.262666666666667,0.19368411695364,0.00330434782608696,0.00329362004602661,0.343768115942029,0.225604676935693,358,5910,504,4531,57,5930
"s2lam034_190602",562,16860,0.00806642941874259,0.00800183673996387,0.315895610913405,0.216118392329035,0.129359430604982,0.112632248760338,0.152669039145907,0.129368876756536,0.0116251482799526,0.0114906857427563,0.38932384341637,0.237764890670559,136,5326,2181,2574,196,6564
"s2lam034_190610",426,12780,0.0573552425665102,0.0540698495342944,0.139671361502347,0.120172675461171,0.0268388106416275,0.0261205327451226,0.418779342723005,0.243422251956059,0.00618153364632238,0.00614380302386263,0.356494522691706,0.229424129792362,733,1785,343,5352,79,4556
"s2lam034_200701",579,17370,0.0526194588370754,0.0498535214821183,0.149395509499136,0.127083807522007,0.0235463442717329,0.0229932376759089,0.153598157743235,0.130013248611955,0.518652849740933,0.249666444624557,0.153367875647668,0.129853646109425,914,2595,409,2668,9009,2664
"s2lam034_210410",593,17790,0.0263069139966273,0.0256163001995378,0.0999437886453064,0.0899600845347487,0.0113546936481169,0.0112263956311811,0.618662169758291,0.235932551556594,0.069814502529511,0.064944088361254,0.184879145587409,0.150707318576818,468,1778,202,11006,1242,3289
"s2lam034_210502",717,21510,0.341980474198047,0.225040291589528,0.251789865178986,0.188400487711684,0.0156671315667132,0.015422389542146,0.0398419339841934,0.0382563328176831,0.0175267317526732,0.0172203460007086,0.346908414690841,0.226573499910593,7356,5416,337,857,377,7462
"s2lam034_210521",424,12720,0.0441823899371069,0.0422336266102167,0.191823899371069,0.155039679655208,0.0404088050314465,0.0387789821694973,0.100786163522013,0.0906354381920575,0.358883647798742,0.230104265099359,0.305974842767296,0.212370934188984,562,2440,514,1282,4565,3892
"s2lam034_210606",528,15840,0.173800505050505,0.143602955337834,0.108396464646465,0.0966527729150843,0.0275883838383838,0.0268289586629602,0.12834595959596,0.111880337403966,0.0401515151515152,0.038541804177261,0.529103535353535,0.249168714578068,2753,1717,437,2033,636,8381
"s2lam034_210624",423,12690,0.00527974783293932,0.00525228598748468,0.341055949566588,0.224754499982332,0.008274231678487,0.0082064154522625,0.0550039401103231,0.0519826030264792,0.634988179669031,0.231796457421936,0.0807722616233255,0.0742539547510514,67,4328,105,698,8058,1025
"s2lam035_190405",608,18240,0.261896929824561,0.193317526521633,0.243530701754386,0.184233599583695,0.0241228070175439,0.0235421878892637,0.00586622807017544,0.00583213518265756,0.171271929824561,0.141945637986078,0.328782894736842,0.220696802470703,4777,4442,440,107,3124,5997
"s2lam035_190413",762,22860,0.0497812773403325,0.0473051711092656,0.265660542432196,0.195093552902982,0.0620297462817148,0.0581846021161262,0.149868766404199,0.127413692913041,0.0622484689413823,0.0583761506932243,0.423009623797025,0.24408315927568,1138,6073,1418,3426,1423,9670
"s2lam035_190510",583,17490,0.0245854774156661,0.0239824029224806,0.326072041166381,0.219761630123399,0.0628930817610063,0.0589409120054259,0.0010863350485992,0.00108521697261574,0.118181818181818,0.104220834914414,0.479188107489994,0.249581135063546,430,5703,1100,19,2067,8381
"s2lam035_190524",410,12300,0.093739837398374,0.0849595875664424,0.28520325203252,0.203878932585569,0.279349593495935,0.201329766383281,0.000650406504065041,0.000650036323926131,0.0521138211382114,0.04940198720631,0.307723577235772,0.213047098151281,1153,3508,3436,8,641,3785
"s2lam035_190601",663,19890,0.00397184514831574,0.00395626850184942,0.471945701357466,0.249225486518048,0.140975364504776,0.121107399966243,0.113624937154349,0.100719374630759,0.0266465560583208,0.0259378211719589,0.257968828557064,0.191430536511323,79,9387,2804,2260,530,5131
